time,open,high,low,close,volume,spread,real_volume,pct_from_sma20,pct_from_sma50,rsi,rsi_lag1,macd_hist,bb_position,bb_width,atr_pct,return_1,return_5,body_ratio,volume_ratio,session,dow,momentum_alignment,trend_strength,vol_spike,rsi_extreme,atr_regime,is_london_session,is_ny_session,hour_sin,hour_cos,g2_bias,g2_pass,g3_zones,g3_pass,g4_status,g4_distance_atr,setup_candidate,setup_choch_within_6,setup_choch_age,setup_ready_to_trade,Target
2025-08-26 17:00:00,1.34802,1.3489,1.34698,1.34781,4702,11,0,0.0918999905315163,-0.07824353712387015,56.078740716160794,58.44698946029963,0.00028828706395653676,0.7530676796173796,0.36314392525534106,0.1199300028511881,-0.014836685187791243,-0.006677053193870908,0.1093750000000271,1.2100312672902969,1,1,3,0.08507176382769323,0,0,1,0,1,-0.9659258262890683,-0.25881904510252063,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 18:00:00,1.34781,1.34893,1.34752,1.34814,3764,11,0,0.10592453406013955,-0.062476704669624586,59.224303841291935,56.078740716160794,0.00027942935475973367,0.7892297517106657,0.3662297306333215,0.11899993430101775,0.024484163198068565,0.02151574730124839,0.23404255319146255,0.9534303481641907,1,1,3,0.08420061936488207,0,0,1,0,1,-1.0,-1.8369701987210297e-16,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 19:00:00,1.34814,1.3492199999999999,1.34767,1.34772,2944,11,0,0.06548671777897931,-0.08666391378384387,53.58823449586119,59.224303841291935,0.00023454914660293633,0.6836543045230895,0.3565760026645396,0.11898401957168034,-0.031154034447455903,-0.07636700648747663,0.2709677419354072,0.7331590088407421,1,1,3,0.07607531578141159,0,0,1,0,1,-0.9659258262890684,0.2588190451025203,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 20:00:00,1.34772,1.34799,1.3472,1.3472,2406,11,0,0.019711426205211137,-0.11733544012206851,47.17482953974051,53.58823449586119,0.00016252707731113458,0.5580099448230404,0.3397939140494083,0.11553062436376199,-0.038583682070469916,-0.050449594919432794,0.658227848101305,0.5927787427473299,2,1,2,0.06852343316363982,0,0,1,0,1,-0.8660254037844386,0.5000000000000001,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 21:00:00,1.34718,1.34815,1.34674,1.34791,2426,11,0,0.06347179588063057,-0.05786353932672706,55.55487310279121,47.17482953974051,0.0001553938255790828,0.6922876756819777,0.33008769623699546,0.11859630305965897,0.05270190023753951,-0.007418342593901173,0.5177304964538605,0.5889135685589096,2,1,3,0.06066766760367881,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 22:00:00,1.34792,1.3485,1.34779,1.34783,1825,11,0,0.04839746492297951,-0.055184208625654464,54.43223170031404,55.55487310279121,0.00013853543605375643,0.6552773133183193,0.3116840695444316,0.1147346899407628,-0.00593511436222105,0.0014838886786883165,0.12676056338017597,0.43911887489322793,2,1,3,0.05179083677431699,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 23:00:00,1.34784,1.34784,1.34723,1.34763,1207,11,0,0.03511097815623329,-0.06279677929943972,51.434052714441904,54.43223170031404,0.00010849139326302054,0.6141986323893905,0.3074553295569522,0.10711927076211072,-0.014838666597416506,-0.03782989897189726,0.34426229508167483,0.31711001642036124,2,1,3,0.048953878727836506,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-27 00:00:00,1.34701,1.34794,1.34697,1.34713,1969,67,0,-0.00200422074041847,-0.09295575724233629,44.38227112278412,51.434052714441904,5.23652238463948e-05,0.4934812619989168,0.3074553295569522,0.09692563343658557,-0.037102171961156394,-0.04377763927225775,0.12371134020609117,0.5380589979368484,2,2,1,0.04747998899137738,0,0,0,0,0,0.0,1.0,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-27 01:00:00,1.3473899999999999,1.34825,1.34725,1.3480400000000001,1018,11,0,0.059566334814779236,-0.018453019857453904,56.81575272217303,44.38227112278412,7.269706434588063e-05,0.693175919216965,0.3083527960225595,0.09527059392048501,0.0675510158633763,0.06235154394300668,0.6500000000003331,0.28847924961389687,2,2,3,0.03900967733611657,0,0,0,0,0,0.25881904510252074,0.9659258262890683,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-27 02:00:00,1.3480400000000001,1.3480699999999999,1.34745,1.34762,914,11,0,0.01907429549423219,-0.04451795040602794,50.77134217738965,56.81575272217303,5.484229135497944e-05,0.570459629608481,0.2707124008488444,0.08798580354360028,-0.03115634550904245,-0.02151478956309294,0.6774193548390216,0.2686575938390994,2,2,3,0.03179612295013007,0,0,0,0,0,0.49999999999999994,0.8660254037844387,neutral,0,0,0,FAIL,,0,0,-1,0,0
