time,open,high,low,close,volume,spread,real_volume,pct_from_sma20,pct_from_sma50,rsi,rsi_lag1,macd_hist,bb_position,bb_width,atr_pct,return_1,return_5,body_ratio,volume_ratio,session,dow,momentum_alignment,trend_strength,vol_spike,rsi_extreme,atr_regime,is_london_session,is_ny_session,hour_sin,hour_cos,g2_bias,g2_pass,g3_zones,g3_pass,g4_status,g4_distance_atr,setup_candidate,setup_choch_within_6,setup_choch_age,setup_ready_to_trade,Target
2025-08-26 08:00:00,0.58401,0.58424,0.58385,0.58408,1564,14,0,-0.2059678567126591,-0.1230165420826228,43.44346706190234,42.60461261455876,-0.0002588798059410005,0.2554318700013347,0.8421696511061484,0.15127575478897476,0.01198609612849122,-0.23571208963890644,0.179487179487216,0.9345961934924856,0,1,0,0.16449219939764095,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 09:00:00,0.58409,0.58452,0.58324,0.58407,2068,14,0,-0.19215833368223448,-0.1367142351047159,43.33905781764052,43.44346706190234,-0.00021123340181497172,0.27551699042299094,0.8560039089119323,0.15934978439473155,-0.001712094233674577,0.037680911192938815,0.015625000000014908,1.2157911755195625,0,1,0,0.16443628439347518,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 10:00:00,0.58407,0.58448,0.5834,0.5842,2391,14,0,-0.14434799404146434,-0.12859170373235107,45.31061235260743,43.33905781764052,-0.0001602266035815896,0.32060280745388053,0.8046279431287942,0.16396048320047263,0.022257606108877503,0.0017117718550618832,0.12037037037044271,1.3767490067369148,0,1,0,0.13646984888690772,0,0,1,1,0,0.49999999999999994,-0.8660254037844387,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 11:00:00,0.5842,0.58449,0.58372,0.5839,2479,14,0,-0.1743828215824422,-0.19185590158600402,41.46850746800072,45.31061235260743,-0.00013686384267302054,0.2799053807056769,0.792308426900921,0.16159812100898105,-0.0513522766176111,0.1715560130382654,0.3896103896105226,1.3919928126228311,0,1,0,0.1831193615842231,0,0,1,1,0,0.258819045102521,-0.9659258262890682,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 12:00:00,0.58389,0.58477,0.58385,0.58471,2102,14,0,-0.015133417749882543,-0.0664844752768478,53.69960995873654,41.46850746800072,-6.0902996117688274e-05,0.47860824815752046,0.7074417215251501,0.16564988260358907,0.13872238396985814,0.11986096128488999,0.891304347825982,1.170313456934469,3,1,1,0.04080894651336517,0,0,1,1,0,1.2246467991473532e-16,-1.0,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 13:00:00,0.58472,0.58507,0.58453,0.58496,1801,14,0,0.04720498594113298,-0.03646782304184012,56.90654537861372,53.69960995873654,8.444236940553687e-06,0.5801570706696053,0.5889060758682715,0.16557908721475614,0.04275623813516649,0.15066429256265224,0.4444444444444901,1.010718895560918,3,1,3,0.041836404491486553,0,0,1,1,1,-0.2588190451025208,-0.9659258262890683,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 14:00:00,0.58496,0.58565,0.58489,0.58549,1803,14,0,0.14693028594103685,0.03663231475905505,63.150022928151934,56.90654537861372,8.786058838284309e-05,0.7798256722395138,0.5250779342907229,0.16481921125894577,0.0906044857768018,0.2431215436505818,0.6973684210525413,1.0195657091155848,3,1,3,0.09178130035004595,0,0,1,1,1,-0.4999999999999997,-0.8660254037844388,neutral,0,0,0,FAIL,,0,0,-1,0,0
2025-08-26 15:00:00,0.5855,0.58582,0.58496,0.5854,2205,14,0,0.13898689246692836,0.004168263931744936,61.40682604629625,63.150022928151934,0.0001296577281649158,0.7941942697488307,0.47243235765804986,0.16813900141539243,-0.015371739910152726,0.2054091064703778,0.11627906976743285,1.2291312466902644,3,1,3,0.07157757819933665,0,0,1,1,1,-0.7071067811865471,-0.7071067811865479,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 16:00:00,0.5854,0.58556,0.58466,0.58553,2276,14,0,0.1625955066847136,0.009769881709274878,63.10427874853269,61.40682604629625,0.0001594291696000951,0.8505777265384258,0.4637930318339605,0.1738351822890615,0.022207037922772344,0.2791573899640465,0.14444444444440196,1.2433421649231107,1,1,3,0.08618269419699423,0,0,1,0,1,-0.8660254037844385,-0.5000000000000004,neutral,0,0,0,FAIL,,0,0,-1,0,1
2025-08-26 17:00:00,0.58549,0.58627,0.58525,0.58582,2245,14,0,0.2045759325652,0.04235175179141523,66.85649741611914,63.10427874853269,0.0001899499230170811,0.909986461119405,0.49898216640285353,0.1681403844184203,0.04952777825217858,0.18983769732003886,0.3235294117647859,1.2064055027137406,1,1,3,0.12346384217830762,0,0,1,0,1,-0.9659258262890683,-0.25881904510252063,neutral,0,0,0,FAIL,,0,0,-1,0,1
